Project	Column	Card	CardURL	Type	Number	Labels	Repo	State	CreatedAt	UpdatedAt	ClosedAt	ClosedBy	Title	Size
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse-client-javascript/pull/55	PullRequest	55	"[Label(name=""Size: 3""), Label(name=""pm.GREI-d-2.7.1""), Label(name=""pm.GREI-d-2.7.2"")]"	dataverse-client-javascript	closed	2023-04-10 09:08:51	2023-04-25 18:02:42	2023-04-25 18:02:38		39 - Module restructuring and rearchitecture	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse-frontend/pull/55	PullRequest	55	[]	dataverse-frontend	closed	2023-04-18 01:32:26	2023-04-25 14:24:47	2023-04-25 14:24:43		Feature/add tooltip element of the design system	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse-frontend/pull/50	PullRequest	50	"[Label(name=""Size: 3"")]"	dataverse-frontend	closed	2023-04-12 14:51:15	2023-04-25 13:55:26	2023-04-25 13:55:21		Feature/add component tests	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9503	PullRequest	9503	"[Label(name=""Size: 3"")]"	dataverse	closed	2023-04-07 00:30:23	2023-05-10 18:11:17	2023-04-24 20:32:08		6723 unzip optimizations	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9538	PullRequest	9538	"[Label(name=""Size: 3"")]"	dataverse	closed	2023-04-19 16:27:26	2023-05-10 18:06:50	2023-04-24 19:37:29		Bugfix for /api/metrics/downloads/toMonth/{yyyymm} endpoint: add parenthesis to condition SQL Query	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9528	PullRequest	9528	[]	dataverse	closed	2023-04-14 17:58:09	2023-05-10 18:07:28	2023-04-24 18:01:18		update oauth2-oidc-sdk	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9402	PullRequest	9402	"[Label(name=""NIH OTA: 1.2.1""), Label(name=""Size: 10""), Label(name=""D: 5 Core PIDs""), Label(name=""pm.GREI-d-1.2.1"")]"	dataverse	closed	2023-02-21 23:06:16	2023-05-10 18:19:42	2023-04-24 16:03:24		Iqss/9150 handle fundreg reqs for ext cvv	10
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9484	PullRequest	9484	"[Label(name=""Size: 10"")]"	dataverse	closed	2023-03-29 14:58:42	2023-05-11 14:46:38	2023-04-24 14:49:33		Make Dataverse produce valid DDI 3648	10
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9548	PullRequest	9548	[]	dataverse	closed	2023-04-22 20:13:46	2023-04-24 13:18:01	2023-04-24 13:17:30		allow war files to be deployed by the base image	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9527	PullRequest	9527	[]	dataverse	closed	2023-04-14 17:36:55	2023-05-10 18:08:36	2023-04-14 17:59:30		add curl example for configuring WebloaderUrl	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse-frontend/pull/41	PullRequest	41	"[Label(name=""Size: 10"")]"	dataverse-frontend	closed	2023-03-29 15:54:14	2023-04-14 15:00:51	2023-04-14 15:00:47		32 - Add buttons and dropdowns of the design system	10
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse-frontend/pull/51	PullRequest	51	"[Label(name=""Size: 3"")]"	dataverse-frontend	closed	2023-04-12 14:51:18	2023-04-14 14:49:39	2023-04-14 14:49:35		30 - Add the design tokens of the design system	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9520	PullRequest	9520	[]	dataverse	closed	2023-04-12 19:04:35	2023-05-10 18:09:16	2023-04-13 20:20:38		intermittent harvest tests failures #9240	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9509	PullRequest	9509	[]	dataverse	closed	2023-04-11 13:14:35	2023-05-10 18:10:07	2023-04-13 20:14:13		removed copyFile method as it is not being used anywhere; used try-wi…	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9511	PullRequest	9511	[]	dataverse	closed	2023-04-11 14:44:42	2023-05-10 18:09:32	2023-04-13 20:06:15		modified getCurationLabels() to use try-with-resources	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse-frontend/issues/14	Issue	14	"[Label(name=""Size: 3""), Label(name=""MVP Milestone 2""), Label(name=""D: Design System""), Label(name=""pm.GREI-d-2.7.1""), Label(name=""pm.GREI-d-2.7.2"")]"	dataverse-frontend	closed	2023-03-07 10:51:24	2023-04-13 19:49:17	2023-04-13 19:49:17		Identify UI elements for the Dataverse Design System and create issues for their development	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse-frontend/pull/46	PullRequest	46	"[Label(name=""Size: 10"")]"	dataverse-frontend	closed	2023-04-04 14:29:33	2023-04-13 19:38:11	2023-04-13 19:38:07		40 - Add mdx template to use in storybook	10
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9500	PullRequest	9500	[]	dataverse	closed	2023-04-06 19:29:03	2023-04-13 17:30:45	2023-04-13 17:30:45		Change log level from info to fine to suppress noise from netcdf	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9510	PullRequest	9510	[]	dataverse	closed	2023-04-11 14:37:36	2023-05-10 18:09:48	2023-04-13 17:24:23		only run extractMetadataNcml on NetCDF or HDF5 files #9441	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9195	PullRequest	9195	"[Label(name=""QDR""), Label(name=""Size: 10"")]"	dataverse	closed	2022-11-28 21:47:19	2023-05-10 18:29:35	2023-04-12 22:30:00		IQSS/9194-fix curate command validation	10
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse.harvard.edu/issues/75	Issue	75	"[Label(name=""NIH OTA: 1.5.1""), Label(name=""Size: 10""), Label(name=""pm.GREI-d-1.5.1""), Label(name=""pm.GREI-d-1.5.2"")]"	dataverse.harvard.edu	closed	2020-02-05 19:06:48	2023-04-12 15:16:08	2023-04-12 15:16:08		Spike: finalize the plan for transition to Make Data Count, how to display the metrics, how to handle legacy counts	10
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9012	PullRequest	9012	"[Label(name=""Size: 3"")]"	dataverse	closed	2022-10-03 07:13:10	2023-05-10 18:34:28	2023-04-10 20:14:08		rename role.editor to role.contributor	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9475	PullRequest	9475	[]	dataverse	closed	2023-03-24 23:31:55	2023-05-10 18:14:46	2023-04-10 17:49:04		add range headers to S3 CORS example	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9505	PullRequest	9505	[]	dataverse	closed	2023-04-10 14:48:41	2023-05-10 18:10:27	2023-04-10 17:47:46		expand sslmode=require blurb to note required config change	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9424	PullRequest	9424	"[Label(name=""Feature: Developer Guide""), Label(name=""Feature: Installation Guide""), Label(name=""User Role: Sysadmin""), Label(name=""Containers & Cloud""), Label(name=""D: DataverseInDocker"")]"	dataverse	closed	2023-03-03 23:24:23	2023-03-13 16:13:12	2023-03-13 16:13:11		9415 containers	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9497	PullRequest	9497	"[Label(name=""Size: 3"")]"	dataverse	closed	2023-04-05 14:22:29	2023-05-10 18:11:40	2023-04-06 14:23:00		IQSS/9496: restore legacy behavior including an empty persistentID	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9184	PullRequest	9184	"[Label(name=""Type: Suggestion""), Label(name=""Feature: Code Infrastructure""), Label(name=""Size: 3"")]"	dataverse	closed	2022-11-23 13:20:00	2023-05-10 18:34:14	2023-04-06 13:55:05		Iqss/9183 terms of access validation fix	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse-frontend/pull/48	PullRequest	48	"[Label(name=""Size: 3""), Label(name=""MVP Milestone 1""), Label(name=""pm.GREI-d-1.7.1"")]"	dataverse-frontend	closed	2023-04-05 13:25:03	2023-04-13 01:29:51	2023-04-06 13:41:55		updated Storybook to version 7.0.2	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9206	PullRequest	9206	"[Label(name=""Size: 3"")]"	dataverse	closed	2022-12-01 19:43:07	2023-04-05 19:53:53	2023-04-05 19:53:53		IQSS/9205-Add role-based provider for S3	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse-frontend/issues/27	Issue	27	"[Label(name=""Size: 10""), Label(name=""MVP Milestone 2""), Label(name=""pm.GREI-d-1.7.1"")]"	dataverse-frontend	closed	2023-03-17 09:11:00	2023-04-05 15:04:20	2023-04-05 15:04:20		Analyze Storybook Testing Capabilities for UI Testing Integration	10
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9491	PullRequest	9491	[]	dataverse	closed	2023-03-31 21:57:49	2023-05-10 18:12:05	2023-04-04 19:21:57		Makes previewers work on files in deaccessioned datasets. #9455	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8828	PullRequest	8828	"[Label(name=""Feature: Code Infrastructure""), Label(name=""Feature: Installer""), Label(name=""Feature: DOI & Handle""), Label(name=""Feature: Installation Guide""), Label(name=""User Role: Sysadmin""), Label(name=""Containers & Cloud""), Label(name=""Size: 10""), Label(name=""bklog: NeedsDiscussion""), Label(name=""D: DataverseInDocker"")]"	dataverse	closed	2022-06-30 21:28:53	2023-05-10 18:34:42	2023-04-04 15:27:30		7000 mpconfig pid doi hdl	10
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9487	PullRequest	9487	"[Label(name=""Size: 3"")]"	dataverse	closed	2023-03-29 17:12:11	2023-05-10 18:12:23	2023-03-29 22:46:46		IQSS/9486- fix EZID NPE when doi.baseurlstring is not defined	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9483	PullRequest	9483	[]	dataverse	closed	2023-03-29 14:57:39	2023-05-10 18:13:56	2023-03-29 17:53:58		Binder: files are now downloaded in original format (e.g. .dta instead of .tab)	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9290	PullRequest	9290	"[Label(name=""Feature: API""), Label(name=""User Role: API User""), Label(name=""NIH OTA: 1.7.1 (reArchitecture)""), Label(name=""Size: 10""), Label(name=""pm.GREI-d-1.7.1"")]"	dataverse	closed	2023-01-16 18:23:14	2023-05-10 18:29:06	2023-03-28 23:26:49		9063 - add session API auth mechanism with feature flag	10
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9383	PullRequest	9383	"[Label(name=""Feature: API""), Label(name=""Feature: File Upload & Handling""), Label(name=""Size: 3"")]"	dataverse	closed	2023-02-10 17:08:04	2023-04-27 13:13:43	2023-03-28 22:52:21		Support for deleting files using native API	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9472	PullRequest	9472	"[Label(name=""Size: 3"")]"	dataverse	closed	2023-03-24 18:20:14	2023-05-10 18:15:20	2023-03-28 21:08:31		IQSS/9471- support delayed setting of :DoiProvider	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9474	PullRequest	9474	"[Label(name=""Feature: User Guide"")]"	dataverse	closed	2023-03-24 20:13:21	2023-05-10 18:15:02	2023-03-28 14:12:19		use nonstopmode to build guides PDF, link to preview #9277	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9478	PullRequest	9478	[]	dataverse	closed	2023-03-27 11:50:48	2023-05-10 18:14:31	2023-03-27 23:48:02		Opens Payara Admin Console port in the dev containerized setup	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse-frontend/pull/29	PullRequest	29	"[Label(name=""D: Infra & Deployment Setup"")]"	dataverse-frontend	closed	2023-03-20 08:59:39	2023-03-27 20:19:13	2023-03-27 20:19:09		18 - Add Payara deployment option to deploy workflow	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse-frontend/issues/13	Issue	13	"[Label(name=""Size: 33""), Label(name=""MVP Milestone 2""), Label(name=""D: API connectivity""), Label(name=""pm.GREI-d-1.7.1"")]"	dataverse-frontend	closed	2023-03-07 10:29:16	2023-03-27 08:13:39	2023-03-27 08:13:38		Analyze js-dataverse module and decide whether to build on top of it or redo it from scratch	33
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9467	PullRequest	9467	[]	dataverse	closed	2023-03-22 19:45:09	2023-05-10 18:15:38	2023-03-24 16:31:28		Fix for handling storageidentifiers in harvested files (dataverse_json)	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8981	PullRequest	8981	"[Label(name=""Size: 10"")]"	dataverse	closed	2022-09-16 15:27:14	2023-03-24 15:51:26	2023-03-24 15:51:25		Gdcc/Signposting	10
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9460	PullRequest	9460	[]	dataverse	closed	2023-03-21 16:39:48	2023-05-10 18:16:08	2023-03-21 21:21:44		Harvesting Clients guide updates per #8289.	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse-frontend/pull/21	PullRequest	21	"[Label(name=""D: Infra & Deployment Setup"")]"	dataverse-frontend	closed	2023-03-13 10:15:37	2023-03-21 21:16:44	2023-03-21 21:16:40		17 - Add workflow to deploy the application with initial S3 option	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse-frontend/pull/24	PullRequest	24	"[Label(name=""Size: 33"")]"	dataverse-frontend	closed	2023-03-15 11:15:45	2023-03-22 20:07:37	2023-03-21 16:19:23		7 - Layout component	33
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9459	PullRequest	9459	[]	dataverse	closed	2023-03-21 13:06:36	2023-05-10 18:16:32	2023-03-21 14:56:01		Add EasyDataverse to docs	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse-frontend/pull/25	PullRequest	25	"[Label(name=""Size: 10"")]"	dataverse-frontend	closed	2023-03-16 13:20:04	2023-03-21 14:33:55	2023-03-21 14:33:50		19 - Tests coverage	10
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9445	PullRequest	9445	[]	dataverse	closed	2023-03-14 15:42:58	2023-05-10 18:16:43	2023-03-20 21:01:39		Add Pooch to the list of Python clients	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9299	PullRequest	9299	"[Label(name=""Feature: Code Infrastructure""), Label(name=""Feature: Developer Guide""), Label(name=""Feature: Installation Guide""), Label(name=""User Role: Sysadmin""), Label(name=""Testing: API""), Label(name=""Size: 3"")]"	dataverse	closed	2023-01-18 15:34:54	2023-05-10 18:28:06	2023-03-20 20:37:53		9297 feature flags	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9439	PullRequest	9439	"[Label(name=""Feature: Installation Guide""), Label(name=""User Role: Sysadmin""), Label(name=""Containers & Cloud""), Label(name=""Size: 10""), Label(name=""D: DataverseInDocker"")]"	dataverse	closed	2023-03-13 16:06:17	2023-05-10 18:17:06	2023-03-20 19:17:09		9434 app container for dev	10
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/issues/9329	Issue	9329	"[Label(name=""D: Payara 6 Upgrade""), Label(name=""Size: 10"")]"	dataverse	closed	2023-01-26 12:11:38	2023-03-20 18:16:25	2023-03-20 18:16:25		Payara 6: ensure API tests are executing	10
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8674	PullRequest	8674	"[Label(name=""DANS""), Label(name=""Size: 80"")]"	dataverse	closed	2022-05-04 13:31:31	2023-05-10 18:13:07	2023-03-20 15:49:37		DANS/Local PermaLink PID Provider	80
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/issues/9385	Issue	9385	"[Label(name=""Size: 80""), Label(name=""D: GDC: Interop With DV"")]"	dataverse	closed	2023-02-13 20:13:02	2023-03-15 20:51:27	2023-03-15 20:51:27		Spike: Investigate interoperability between google datacommons and dataverse	80
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/issues/9147	Issue	9147	"[Label(name=""Feature: File Upload & Handling""), Label(name=""pm.netcdf-hdf5.d""), Label(name=""Size: 33"")]"	dataverse	closed	2022-11-08 16:20:46	2023-03-15 18:25:56	2023-03-15 18:22:04		Draft design doc for NetCDF/HDF5/geospatial	33
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9437	PullRequest	9437	[]	dataverse	closed	2023-03-12 17:12:45	2023-05-10 18:17:30	2023-03-14 13:41:48		update link in harvestserver.rst	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9435	PullRequest	9435	[]	dataverse	closed	2023-03-10 20:03:56	2023-05-10 18:17:51	2023-03-14 13:40:57		Handles software upgrades, a short release note	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9395	PullRequest	9395	"[Label(name=""Feature: Admin Guide""), Label(name=""Size: 3"")]"	dataverse	closed	2023-02-20 09:37:54	2023-05-10 18:27:54	2023-03-10 14:42:02		"Add GitLab, iRODS, and RedCap (via rdm-integrations) to ""Getting Data In"" documentation (list of integrations) and as a GUI uploader"	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9417	PullRequest	9417	"[Label(name=""Feature: Code Infrastructure""), Label(name=""Feature: Developer Guide""), Label(name=""Containers & Cloud""), Label(name=""NIH OTA: 1.7.1 (reArchitecture)""), Label(name=""pm.GREI-d-1.7.1"")]"	dataverse	closed	2023-03-02 10:25:03	2023-05-10 18:18:42	2023-03-09 05:03:09		9414 - Add containerized Dataverse service dependencies for development	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse-frontend/pull/15	PullRequest	15	[]	dataverse-frontend	closed	2023-03-07 11:46:04	2023-03-08 20:27:26	2023-03-08 20:27:21		2 - Issue and PR templates	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse-frontend/pull/11	PullRequest	11	[]	dataverse-frontend	closed	2023-03-03 15:08:46	2023-03-07 14:07:53	2023-03-04 19:46:04		10 - Migrate to Vite	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse.harvard.edu/issues/186	Issue	186	"[Label(name=""Size: 3"")]"	dataverse.harvard.edu	closed	2022-08-17 00:23:35	2023-03-02 20:37:33	2023-03-02 20:37:33		In Harvard Dataverse Repository, three published datasets are in unpublished Dataverse collections	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse-frontend/pull/4	PullRequest	4	"[Label(name=""pm.GREI-d-1.7.1"")]"	dataverse-frontend	closed	2023-02-15 16:07:25	2023-03-20 12:13:26	2023-03-01 18:26:13		1 - Create the skeleton of the React SPA	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse-frontend/pull/8	PullRequest	8	[]	dataverse-frontend	closed	2023-02-24 11:43:38	2023-02-28 20:07:37	2023-02-28 20:07:33		3 - Storybook Setup	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse.harvard.edu/issues/213	Issue	213	"[Label(name=""Feature: External Tool""), Label(name=""Size: 3""), Label(name=""pm.netcdf-hdf5.d"")]"	dataverse.harvard.edu	closed	2023-02-15 15:20:47	2023-02-28 22:32:21	2023-02-28 19:19:29		add NcML previewers (HDF5 and NetCDF) to demo and Harvard Dataverse	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse-frontend/issues/5	Issue	5	"[Label(name=""Size: 33""), Label(name=""MVP Milestone 1""), Label(name=""pm.GREI-d-1.7.1"")]"	dataverse-frontend	closed	2023-02-17 09:46:01	2023-03-20 12:13:14	2023-02-24 15:14:44		Define and establish the Dataverse frontend QA process	33
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9360	PullRequest	9360	"[Label(name=""Feature: API""), Label(name=""User Role: API User""), Label(name=""NIH OTA: 1.7.1 (reArchitecture)""), Label(name=""Size: 10""), Label(name=""pm.GREI-d-1.7.1"")]"	dataverse	closed	2023-02-02 15:33:22	2023-03-20 12:19:29	2023-02-22 15:14:04		9293 - Apply filter-based auth for all API endpoints (2/2)	10
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9303	PullRequest	9303	"[Label(name=""Feature: API""), Label(name=""User Role: API User""), Label(name=""NIH OTA: 1.7.1 (reArchitecture)""), Label(name=""Size: 33""), Label(name=""pm.GREI-d-1.7.1"")]"	dataverse	closed	2023-01-19 11:23:25	2023-03-20 12:19:34	2023-02-21 15:12:05		9293 - New filter-based design for the API authentication mechanisms (1/2)	33
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9392	PullRequest	9392	[]	dataverse	closed	2023-02-15 20:55:56	2023-02-17 02:47:53	2023-02-16 21:58:51		update guides on Harvard Dataverse AWS config #8922	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8970	PullRequest	8970	"[Label(name=""Type: Suggestion""), Label(name=""Feature: Code Infrastructure""), Label(name=""User Role: Hackathon Participant""), Label(name=""Size: 3"")]"	dataverse	closed	2022-09-09 19:04:57	2023-02-16 21:54:54	2023-02-16 21:52:07		class field can be replaced by local variable	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9373	PullRequest	9373	[]	dataverse	closed	2023-02-08 18:33:30	2023-02-14 14:59:21	2023-02-14 14:59:16		bump version to 5.13 #9334	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9379	PullRequest	9379	[]	dataverse	closed	2023-02-10 14:19:07	2023-02-16 21:55:46	2023-02-14 14:40:46		#9332 5.13 release notes	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/issues/9333	Issue	9333	"[Label(name=""Size: 3"")]"	dataverse	closed	2023-01-26 19:38:01	2023-02-14 00:12:48	2023-02-14 00:12:48		Perf test for 5.13	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse.harvard.edu/issues/212	Issue	212	"[Label(name=""Size: 3"")]"	dataverse.harvard.edu	closed	2023-02-08 17:19:27	2023-02-13 17:26:59	2023-02-13 17:26:58		shibb group: create a shibb group for Cornell University	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9222	PullRequest	9222	"[Label(name=""Feature: Search/Browse""), Label(name=""Size: 3"")]"	dataverse	closed	2022-12-12 22:13:21	2023-05-05 13:57:07	2023-02-10 17:27:44		"Update dataverse.xhtml to add ""read more/read less"" buttons for dataverse descriptions"	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9380	PullRequest	9380	[]	dataverse	closed	2023-02-10 14:40:48	2023-02-11 01:08:27	2023-02-10 16:24:28		document GeoJSON and list file previewers #8984	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9377	PullRequest	9377	[]	dataverse	closed	2023-02-09 21:34:20	2023-02-11 01:08:10	2023-02-09 22:27:53		9376 - Fix the order of metadatablocks in templates	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9366	PullRequest	9366	"[Label(name=""Feature: File Upload & Handling""), Label(name=""Size: 3"")]"	dataverse	closed	2023-02-03 16:11:53	2023-02-11 01:07:39	2023-02-09 22:09:55		Add initial support for .eln file format	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse.harvard.edu/issues/150	Issue	150	"[Label(name=""Size: 10"")]"	dataverse.harvard.edu	closed	2022-04-06 15:23:21	2023-02-09 20:30:31	2023-02-09 20:30:31		"Some datasets are uneditable, have finalizePublication lock, but DOIs work, ""Draft""/""Unpublished"" labels are missing"	10
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9254	PullRequest	9254	"[Label(name=""Feature: Metadata""), Label(name=""Size: 3"")]"	dataverse	closed	2023-01-04 15:21:01	2023-02-09 20:12:15	2023-02-09 19:59:42		Make productionPlace multiple, facetable, and enabled for Advanced Search #9253	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9367	PullRequest	9367	"[Label(name=""Feature: Metadata""), Label(name=""Size: 3"")]"	dataverse	closed	2023-02-03 17:25:09	2023-02-11 01:07:53	2023-02-09 19:29:58		Text corrections #9365	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9188	PullRequest	9188	"[Label(name=""dependencies""), Label(name=""Size: 3"")]"	dataverse	closed	2022-11-23 22:21:23	2023-02-11 01:05:35	2023-02-06 22:13:58		Bump postgresql from 42.5.0 to 42.5.1 in /modules/dataverse-parent	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9225	PullRequest	9225	"[Label(name=""HERMES""), Label(name=""hdc""), Label(name=""2""), Label(name=""Size: 3"")]"	dataverse	closed	2022-12-13 19:38:01	2023-02-15 15:35:29	2023-02-06 20:34:35		9224 - revert workflow metadata block in Solr schema	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9061	PullRequest	9061	"[Label(name=""Size: 3"")]"	dataverse	closed	2022-10-14 15:18:31	2023-02-11 01:05:08	2023-02-02 16:28:05		IQSS/9020- Fix for Update current version issue when a file is the dataset thumb	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8958	PullRequest	8958	"[Label(name=""hdc""), Label(name=""3a""), Label(name=""Size: 3"")]"	dataverse	closed	2022-09-06 21:12:37	2023-02-11 01:04:46	2023-02-01 23:17:09		IQSS/8957 JWT creation test for DRS Archiver	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9354	PullRequest	9354	[]	dataverse	closed	2023-02-01 20:45:24	2023-02-11 01:07:22	2023-02-01 21:52:16		pom file update to build XOAI-5.0.0 #9339	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9089	PullRequest	9089	"[Label(name=""DANS""), Label(name=""QDR""), Label(name=""Size: 10"")]"	dataverse	closed	2022-10-19 17:57:44	2023-02-01 21:13:30	2023-02-01 21:13:30		IQSS/7349-4 creator updates in schema.org	10
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9017	PullRequest	9017	"[Label(name=""JHU""), Label(name=""Size: 10"")]"	dataverse	closed	2022-10-03 15:23:04	2023-01-31 20:51:49	2023-01-31 20:51:49		GDCC/9016-handle no file PID case in metrics	10
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9212	PullRequest	9212	"[Label(name=""Size: 3"")]"	dataverse	closed	2022-12-07 18:26:40	2023-01-31 19:27:34	2023-01-31 19:27:31		#9211 fix render logic display with TOA OR restricted files	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9341	PullRequest	9341	[]	dataverse	closed	2023-01-27 17:20:28	2023-02-11 01:06:59	2023-01-31 19:20:00		in the docs, add Binder as an external tool #6807	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9336	PullRequest	9336	[]	dataverse	closed	2023-01-26 21:14:26	2023-01-31 19:39:16	2023-01-31 18:27:24		#8975 Fix tag display when they run off the page	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9316	PullRequest	9316	"[Label(name=""Size: 10"")]"	dataverse	closed	2023-01-23 20:54:55	2023-01-30 22:19:25	2023-01-30 22:19:20		"Fix for the broken ""earliest date"" (#9309)"	10
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9085	PullRequest	9085	"[Label(name=""QDR""), Label(name=""Size: 3"")]"	dataverse	closed	2022-10-19 15:54:25	2023-01-30 20:38:16	2023-01-30 20:38:16		Iqss/7349 1 truncate description	3
